日期,行业名称,电量_万千瓦时
2024-06-08,  其中：计算机制造,18.5478
2024-06-08,  其中：钢铁,2483.8666
2024-06-08,  其中：铁路运输设备制造,204.7764
2024-06-08,  其中：铝冶炼,3.5962
2024-06-08,  其中：风能原动设备制造,0.0404
2024-06-08,  城市轨道交通设备制造,11.6414
2024-06-08,  塑料制品业,680.1713
2024-06-08,  抽水蓄能抽水耗用电量,588.0073
2024-06-08,  玻璃制造,205.3167
2024-06-08,  生物药品制品制造,120.913
2024-06-08,  电石,0.0
2024-06-08,  稀有稀土金属冶炼,2.9102
2024-06-08,  线路损失电量,0.017
2024-06-08,  航空、航天器及设备制造,31.2285
2024-06-08,  通信设备制造,135.6366
2024-06-08,  铁合金冶炼,21.7409
2024-06-08,  铅锌冶炼,0.768
2024-06-08,  陶瓷制品制造,257.402
2024-06-08,  黄磷,73.353
2024-06-08,1.农副食品加工业,806.7712
2024-06-08,1.房屋建筑业,285.4592
2024-06-08,1.煤炭开采和洗选业,5.1665
2024-06-08,1.电信、广播电视和卫星传输服务,497.8804
2024-06-08,1.电力、热力生产和供应业,898.2768
2024-06-08,1.科学研究和技术服务业,259.4049
2024-06-08,1.铁路运输业,1212.7446
2024-06-08,10.造纸和纸制品业,660.488
2024-06-08,11.印刷和记录媒介复制业,112.433
2024-06-08,12.文教、工美、体育和娱乐用品制造业,84.8878
2024-06-08,13.石油、煤炭及其他燃料加工业,776.4907
2024-06-08,14.化学原料和化学制品制造业,5175.6607
2024-06-08,15.医药制造业,738.7121
2024-06-08,16.化学纤维制造业,80.8079
2024-06-08,17.橡胶和塑料制品业,871.6494
2024-06-08,18.非金属矿物制品业,3877.2283
2024-06-08,19.黑色金属冶炼和压延加工业,2505.6075
2024-06-08,2.互联网和相关服务,436.7685
2024-06-08,2.土木工程建筑业,265.4429
2024-06-08,2.水利、环境和公共设施管理业,727.1827
2024-06-08,2.燃气生产和供应业,300.8144
2024-06-08,2.石油和天然气开采业,109.8605
2024-06-08,2.道路运输业,546.0499
2024-06-08,2.食品制造业,441.7029
2024-06-08,20.有色金属冶炼和压延加工业,641.492
2024-06-08,21.金属制品业,1618.2875
2024-06-08,22.通用设备制造业,536.1213
2024-06-08,23.专用设备制造业,231.9679
2024-06-08,24.汽车制造业,1079.5072
2024-06-08,25.铁路、船舶、航空航天和其他运输设备制造业,369.1384
2024-06-08,26.电气机械和器材制造业,1737.7806
2024-06-08,27.计算机、通信和其他电子设备制造业,4027.3528
2024-06-08,28.仪器仪表制造业,47.9126
2024-06-08,29.其他制造业,597.5569
2024-06-08,3.居民服务、修理和其他服务业,187.504
2024-06-08,3.建筑安装业,47.0778
2024-06-08,3.水上运输业,16.9635
2024-06-08,3.水的生产和供应业,928.7363
2024-06-08,3.软件和信息技术服务业,181.6905
2024-06-08,3.酒、饮料及精制茶制造业,323.2825
2024-06-08,3.黑色金属矿采选业,238.8341
2024-06-08,30.废弃资源综合利用业,366.0696
2024-06-08,31.金属制品、机械和设备修理业,120.9934
2024-06-08,4.建筑装饰、装修和其他建筑业,307.437
2024-06-08,4.教育、文化、体育和娱乐业,1281.1206
2024-06-08,4.有色金属矿采选业,128.3722
2024-06-08,4.烟草制品业,62.5995
2024-06-08,4.航空运输业,93.4628
2024-06-08,5.卫生和社会工作,901.2074
2024-06-08,5.管道运输业,97.6339
2024-06-08,5.纺织业,1454.8477
2024-06-08,5.非金属矿采选业  ,253.1122
2024-06-08,6.公共管理和社会组织、国际组织,530.9814
2024-06-08,6.其他采矿业  ,149.002
2024-06-08,6.多式联运和运输代理业,33.324
2024-06-08,6.纺织服装、服饰业,269.0963
2024-06-08,7.皮革、毛皮、羽毛及其制品和制鞋业,50.1537
2024-06-08,7.装卸搬运和仓储业,270.5669
2024-06-08,8.木材加工和木、竹、藤、棕、草制品业,438.5372
2024-06-08,8.邮政业,29.1647
2024-06-08,9.家具制造业,142.8463
2024-06-08,A、全行业用电合计,52033.0974
2024-06-08,B、城乡居民生活用电合计,11646.5705
2024-06-08,一、农、林、牧、渔业,2333.8127
2024-06-08,七、住宿和餐饮业,1063.0841
2024-06-08,三、建筑业,905.4169
2024-06-08,九、房地产业,2639.2297
2024-06-08,二、工业,33260.158
2024-06-08,五、信息传输、软件和信息技术服务业,1116.3394
2024-06-08,全行业用电分类,52033.0974
2024-06-08,八、金融业,187.4467
2024-06-08,六、批发和零售业,4072.4565
2024-06-08,其他开采专业及辅助性活动,22.0074
2024-06-08,十、租赁和商务服务业,267.842
2024-06-08,十一、公共服务及管理组织,3887.401
2024-06-08,四、交通运输、仓储和邮政业,2299.9104
2024-06-08,客户用电量,63679.6679
2024-06-08,（一）采矿业,884.3476
2024-06-08,（三）电力、热力、燃气及水的生产和供应业,2127.8276
2024-06-08,（二） 制造业,30247.9828
2024-06-09,      其中：排灌,597.5242
2024-06-09,    1.农业,553.4772
2024-06-09,    2.林业,8.6039
2024-06-09,    3.畜牧业,411.5662
2024-06-09,    4.渔业,171.24
2024-06-09,    5.农、林、牧、渔专业及辅助性活动,1011.4288
2024-06-09,    乡村居民,5254.7483
2024-06-09,    城镇居民,6370.4606
2024-06-09,    第一产业,1144.8873
2024-06-09,    第三产业,15954.3837
2024-06-09,    第二产业,31694.0351
2024-06-09,  其中：中成药生产,37.9134
2024-06-09,  其中：互联网数据服务,119.0542
2024-06-09,  其中：体育用品制造,3.1358
2024-06-09,  其中：充换电服务业,794.7398
2024-06-09,  其中：光伏设备及元器件制造,18.5518
2024-06-09,  其中：公共照明,457.283
2024-06-09,  其中：医疗仪器设备及器械制造,16.8474
2024-06-09,  其中：地质勘查,4.7728
2024-06-09,  其中：城市公共交通运输,372.591
2024-06-09,  其中：教育,996.1643
2024-06-09,  其中：新能源车整车制造,32.4252
2024-06-09,  其中：橡胶制品业,175.7217
2024-06-09,  其中：氯碱,159.864
2024-06-09,  其中：水利管理业,80.9931
2024-06-09,  其中：水泥制造,1281.9262
2024-06-09,  其中：港口岸电,6.7086
2024-06-09,  其中：煤化工,238.4877
2024-06-09,  其中：电厂生产全部耗用电量,195.51
2024-06-09,  其中：电气化铁路,1065.8575
2024-06-09,  其中：碳化硅,2.8628
2024-06-09,  其中：科技推广和应用服务业,36.0079
2024-06-09,  其中：租赁业,7.4696
2024-06-09,  其中：结构性金属制品制造,441.0641
2024-06-09,  其中：肥料制造,2315.5816
2024-06-09,  其中：计算机制造,13.7459
2024-06-09,  其中：钢铁,2498.1462
2024-06-09,  其中：铁路运输设备制造,197.0389
2024-06-09,  其中：铝冶炼,3.5208
2024-06-09,  其中：风能原动设备制造,0.0179
2024-06-09,  城市轨道交通设备制造,6.1469
2024-06-09,  塑料制品业,539.8421
2024-06-09,  抽水蓄能抽水耗用电量,603.4052
2024-06-09,  玻璃制造,179.6579
2024-06-09,  生物药品制品制造,115.1208
2024-06-09,  电石,0.0
2024-06-09,  稀有稀土金属冶炼,2.5528
2024-06-09,  线路损失电量,0.0183
2024-06-09,  航空、航天器及设备制造,18.6739
2024-06-09,  通信设备制造,123.3946
2024-06-09,  铁合金冶炼,19.7061
2024-06-09,  铅锌冶炼,0.774
2024-06-09,  陶瓷制品制造,249.1036
2024-06-09,  黄磷,70.28
2024-06-09,1.农副食品加工业,715.0654
2024-06-09,1.房屋建筑业,255.518
2024-06-09,1.煤炭开采和洗选业,5.0143
2024-06-09,1.电信、广播电视和卫星传输服务,494.5044
2024-06-09,1.电力、热力生产和供应业,965.3763
2024-06-09,1.科学研究和技术服务业,236.6273
2024-06-09,1.铁路运输业,1148.5585
2024-06-09,10.造纸和纸制品业,613.5513
2024-06-09,11.印刷和记录媒介复制业,75.8514
2024-06-09,12.文教、工美、体育和娱乐用品制造业,76.6833
2024-06-09,13.石油、煤炭及其他燃料加工业,786.9915
2024-06-09,14.化学原料和化学制品制造业,5142.0254
2024-06-09,15.医药制造业,637.5754
2024-06-09,16.化学纤维制造业,76.015
2024-06-09,17.橡胶和塑料制品业,715.5638
2024-06-09,18.非金属矿物制品业,3743.3264
2024-06-09,19.黑色金属冶炼和压延加工业,2517.8523
2024-06-09,2.互联网和相关服务,433.294
2024-06-09,2.土木工程建筑业,248.0005
2024-06-09,2.水利、环境和公共设施管理业,703.3083
2024-06-09,2.燃气生产和供应业,304.8561
2024-06-09,2.石油和天然气开采业,114.8865
2024-06-09,2.道路运输业,522.7164
2024-06-09,2.食品制造业,383.9032
2024-06-09,20.有色金属冶炼和压延加工业,633.192
2024-06-09,21.金属制品业,1336.5108
2024-06-09,22.通用设备制造业,417.4498
2024-06-09,23.专用设备制造业,167.6011
2024-06-09,24.汽车制造业,768.4849
2024-06-09,25.铁路、船舶、航空航天和其他运输设备制造业,312.2871
2024-06-09,26.电气机械和器材制造业,1540.3807
2024-06-09,27.计算机、通信和其他电子设备制造业,3806.9808
2024-06-09,28.仪器仪表制造业,34.1463
2024-06-09,29.其他制造业,510.3059
2024-06-09,3.居民服务、修理和其他服务业,175.0969
2024-06-09,3.建筑安装业,40.0332
2024-06-09,3.水上运输业,17.0857
2024-06-09,3.水的生产和供应业,906.0578
2024-06-09,3.软件和信息技术服务业,172.3191
2024-06-09,3.酒、饮料及精制茶制造业,273.5607
2024-06-09,3.黑色金属矿采选业,247.9429
2024-06-09,30.废弃资源综合利用业,365.0766
2024-06-09,31.金属制品、机械和设备修理业,88.4818
2024-06-09,4.建筑装饰、装修和其他建筑业,281.4164
2024-06-09,4.教育、文化、体育和娱乐业,1170.688
2024-06-09,4.有色金属矿采选业,124.0023
2024-06-09,4.烟草制品业,50.0704
2024-06-09,4.航空运输业,89.9725
2024-06-09,5.卫生和社会工作,866.2018
2024-06-09,5.管道运输业,98.4039
2024-06-09,5.纺织业,1327.7693
2024-06-09,5.非金属矿采选业  ,259.1768
2024-06-09,6.公共管理和社会组织、国际组织,509.9889
2024-06-09,6.其他采矿业  ,146.7046
2024-06-09,6.多式联运和运输代理业,34.7561
2024-06-09,6.纺织服装、服饰业,222.5546
2024-06-09,7.皮革、毛皮、羽毛及其制品和制鞋业,35.8887
2024-06-09,7.装卸搬运和仓储业,248.6661
2024-06-09,8.木材加工和木、竹、藤、棕、草制品业,424.1784
2024-06-09,8.邮政业,28.3333
2024-06-09,9.家具制造业,105.7078
2024-06-09,A、全行业用电合计,48793.3061
2024-06-09,B、城乡居民生活用电合计,11625.2089
2024-06-09,一、农、林、牧、渔业,2156.3161
2024-06-09,七、住宿和餐饮业,1065.4197
2024-06-09,三、建筑业,824.9681
2024-06-09,九、房地产业,2485.1662
2024-06-09,二、工业,30979.0497
2024-06-09,五、信息传输、软件和信息技术服务业,1100.1175
2024-06-09,全行业用电分类,48793.3061
2024-06-09,八、金融业,182.0361
2024-06-09,六、批发和零售业,3904.2435
2024-06-09,其他开采专业及辅助性活动,21.5009
2024-06-09,十、租赁和商务服务业,245.5855
2024-06-09,十一、公共服务及管理组织,3661.9113
2024-06-09,四、交通运输、仓储和邮政业,2188.4924
2024-06-09,客户用电量,60418.515
2024-06-09,（一）采矿业,897.7274
2024-06-09,（三）电力、热力、燃气及水的生产和供应业,2176.2902
2024-06-09,（二） 制造业,27905.0321
2024-06-10,      其中：排灌,590.9894
2024-06-10,    1.农业,536.2179
2024-06-10,    2.林业,8.3142
2024-06-10,    3.畜牧业,417.3249
2024-06-10,    4.渔业,168.2104
2024-06-10,    5.农、林、牧、渔专业及辅助性活动,981.6119
2024-06-10,    乡村居民,5410.9541
2024-06-10,    城镇居民,6674.1786
2024-06-10,    第一产业,1130.0674
2024-06-10,    第三产业,15796.1582
2024-06-10,    第二产业,28334.5705
2024-06-10,  其中：中成药生产,26.9118
2024-06-10,  其中：互联网数据服务,119.5134
2024-06-10,  其中：体育用品制造,1.3018
2024-06-10,  其中：充换电服务业,779.8777
2024-06-10,  其中：光伏设备及元器件制造,17.2114
2024-06-10,  其中：公共照明,450.1326
2024-06-10,  其中：医疗仪器设备及器械制造,12.8625
2024-06-10,  其中：地质勘查,5.809
2024-06-10,  其中：城市公共交通运输,372.393
2024-06-10,  其中：教育,1066.9823
2024-06-10,  其中：新能源车整车制造,12.0275
2024-06-10,  其中：橡胶制品业,131.2706
2024-06-10,  其中：氯碱,161.2
2024-06-10,  其中：水利管理业,81.1587
2024-06-10,  其中：水泥制造,1187.8941
2024-06-10,  其中：港口岸电,6.0394
2024-06-10,  其中：煤化工,241.9371
2024-06-10,  其中：电厂生产全部耗用电量,158.3542
2024-06-10,  其中：电气化铁路,1132.7135
2024-06-10,  其中：碳化硅,1.2003
2024-06-10,  其中：科技推广和应用服务业,34.9044
2024-06-10,  其中：租赁业,6.9752
2024-06-10,  其中：结构性金属制品制造,269.7368
2024-06-10,  其中：肥料制造,2349.7309
2024-06-10,  其中：计算机制造,11.8428
2024-06-10,  其中：钢铁,2361.6441
2024-06-10,  其中：铁路运输设备制造,217.7208
2024-06-10,  其中：铝冶炼,3.3788
2024-06-10,  其中：风能原动设备制造,0.0063
2024-06-10,  城市轨道交通设备制造,3.5462
2024-06-10,  塑料制品业,388.684
2024-06-10,  抽水蓄能抽水耗用电量,585.0949
2024-06-10,  玻璃制造,154.0619
2024-06-10,  生物药品制品制造,112.7931
2024-06-10,  电石,0.0
2024-06-10,  稀有稀土金属冶炼,1.498
2024-06-10,  线路损失电量,0.0203
2024-06-10,  航空、航天器及设备制造,18.7516
2024-06-10,  通信设备制造,106.42
2024-06-10,  铁合金冶炼,20.2931
2024-06-10,  铅锌冶炼,0.708
2024-06-10,  陶瓷制品制造,237.5848
2024-06-10,  黄磷,69.51
2024-06-10,1.农副食品加工业,495.7361
2024-06-10,1.房屋建筑业,242.455
2024-06-10,1.煤炭开采和洗选业,4.263
2024-06-10,1.电信、广播电视和卫星传输服务,497.8646
2024-06-10,1.电力、热力生产和供应业,929.4994
2024-06-10,1.科学研究和技术服务业,226.7624
2024-06-10,1.铁路运输业,1217.9827
2024-06-10,10.造纸和纸制品业,597.6837
2024-06-10,11.印刷和记录媒介复制业,41.0247
2024-06-10,12.文教、工美、体育和娱乐用品制造业,65.5724
2024-06-10,13.石油、煤炭及其他燃料加工业,787.4265
2024-06-10,14.化学原料和化学制品制造业,5147.9173
2024-06-10,15.医药制造业,579.3686
2024-06-10,16.化学纤维制造业,69.5811
2024-06-10,17.橡胶和塑料制品业,519.9546
2024-06-10,18.非金属矿物制品业,3250.4453
2024-06-10,19.黑色金属冶炼和压延加工业,2381.9372
2024-06-10,2.互联网和相关服务,435.4503
2024-06-10,2.土木工程建筑业,238.3341
2024-06-10,2.水利、环境和公共设施管理业,693.839
2024-06-10,2.燃气生产和供应业,303.9117
2024-06-10,2.石油和天然气开采业,111.5291
2024-06-10,2.道路运输业,512.5276
2024-06-10,2.食品制造业,318.5993
2024-06-10,20.有色金属冶炼和压延加工业,614.9208
2024-06-10,21.金属制品业,916.4214
2024-06-10,22.通用设备制造业,279.9408
2024-06-10,23.专用设备制造业,129.3302
2024-06-10,24.汽车制造业,490.7303
2024-06-10,25.铁路、船舶、航空航天和其他运输设备制造业,310.694
2024-06-10,26.电气机械和器材制造业,1328.6234
2024-06-10,27.计算机、通信和其他电子设备制造业,3545.0737
2024-06-10,28.仪器仪表制造业,24.2033
2024-06-10,29.其他制造业,380.2404
2024-06-10,3.居民服务、修理和其他服务业,169.3293
2024-06-10,3.建筑安装业,35.697
2024-06-10,3.水上运输业,16.096
2024-06-10,3.水的生产和供应业,903.0122
2024-06-10,3.软件和信息技术服务业,169.491
2024-06-10,3.酒、饮料及精制茶制造业,220.7217
2024-06-10,3.黑色金属矿采选业,244.6594
2024-06-10,30.废弃资源综合利用业,329.6568
2024-06-10,31.金属制品、机械和设备修理业,55.9956
2024-06-10,4.建筑装饰、装修和其他建筑业,248.4972
2024-06-10,4.教育、文化、体育和娱乐业,1234.8757
2024-06-10,4.有色金属矿采选业,117.8949
2024-06-10,4.烟草制品业,27.6145
2024-06-10,4.航空运输业,90.342
2024-06-10,5.卫生和社会工作,893.2873
2024-06-10,5.管道运输业,97.8556
2024-06-10,5.纺织业,1135.8687
2024-06-10,5.非金属矿采选业  ,236.9612
2024-06-10,6.公共管理和社会组织、国际组织,513.206
2024-06-10,6.其他采矿业  ,134.5194
2024-06-10,6.多式联运和运输代理业,33.8071
2024-06-10,6.纺织服装、服饰业,163.2385
2024-06-10,7.皮革、毛皮、羽毛及其制品和制鞋业,19.8409
2024-06-10,7.装卸搬运和仓储业,234.3666
2024-06-10,8.木材加工和木、竹、藤、棕、草制品业,371.516
2024-06-10,8.邮政业,28.5723
2024-06-10,9.家具制造业,60.4732
2024-06-10,A、全行业用电合计,45260.7961
2024-06-10,B、城乡居民生活用电合计,12085.1327
2024-06-10,一、农、林、牧、渔业,2111.6793
2024-06-10,七、住宿和餐饮业,1001.6014
2024-06-10,三、建筑业,764.9833
2024-06-10,九、房地产业,2446.096
2024-06-10,二、工业,27646.6014
2024-06-10,五、信息传输、软件和信息技术服务业,1102.8058
2024-06-10,全行业用电分类,45260.7961
2024-06-10,八、金融业,185.4243
2024-06-10,六、批发和零售业,3803.9638
2024-06-10,其他开采专业及辅助性活动,21.0186
2024-06-10,十、租赁和商务服务业,234.7912
2024-06-10,十一、公共服务及管理组织,3731.2998
2024-06-10,四、交通运输、仓储和邮政业,2231.5499
2024-06-10,客户用电量,57345.9288
2024-06-10,（一）采矿业,849.827
2024-06-10,（三）电力、热力、燃气及水的生产和供应业,2136.4233
2024-06-10,（二） 制造业,24660.3511
2024-06-11,      其中：排灌,640.8086
2024-06-11,    1.农业,615.5935
2024-06-11,    2.林业,10.0489
2024-06-11,    3.畜牧业,461.3053
2024-06-11,    4.渔业,184.7299
2024-06-11,    5.农、林、牧、渔专业及辅助性活动,1096.364
2024-06-11,    乡村居民,5341.8557
2024-06-11,    城镇居民,7254.0512
2024-06-11,    第一产业,1271.6775
2024-06-11,    第三产业,18591.6427
2024-06-11,    第二产业,33085.5794
2024-06-11,  其中：中成药生产,61.5978
2024-06-11,  其中：互联网数据服务,123.2996
2024-06-11,  其中：体育用品制造,7.5554
2024-06-11,  其中：充换电服务业,824.9652
2024-06-11,  其中：光伏设备及元器件制造,20.4649
2024-06-11,  其中：公共照明,551.0316
2024-06-11,  其中：医疗仪器设备及器械制造,36.0826
2024-06-11,  其中：地质勘查,8.0368
2024-06-11,  其中：城市公共交通运输,401.5789
2024-06-11,  其中：教育,1843.2671
2024-06-11,  其中：新能源车整车制造,42.7961
2024-06-11,  其中：橡胶制品业,189.4795
2024-06-11,  其中：氯碱,159.66
2024-06-11,  其中：水利管理业,96.0017
2024-06-11,  其中：水泥制造,1203.3935
2024-06-11,  其中：港口岸电,6.2624
2024-06-11,  其中：煤化工,242.0908
2024-06-11,  其中：电厂生产全部耗用电量,127.8891
2024-06-11,  其中：电气化铁路,1076.4866
2024-06-11,  其中：碳化硅,2.626
2024-06-11,  其中：科技推广和应用服务业,57.2424
2024-06-11,  其中：租赁业,9.3277
2024-06-11,  其中：结构性金属制品制造,469.9388
2024-06-11,  其中：肥料制造,2323.8126
2024-06-11,  其中：计算机制造,20.9496
2024-06-11,  其中：钢铁,2373.0078
2024-06-11,  其中：铁路运输设备制造,205.3194
2024-06-11,  其中：铝冶炼,3.644
2024-06-11,  其中：风能原动设备制造,0.0507
2024-06-11,  城市轨道交通设备制造,12.9631
2024-06-11,  塑料制品业,574.6294
2024-06-11,  抽水蓄能抽水耗用电量,600.6203
2024-06-11,  玻璃制造,174.3424
2024-06-11,  生物药品制品制造,137.0937
2024-06-11,  电石,0.0
2024-06-11,  稀有稀土金属冶炼,3.1026
2024-06-11,  线路损失电量,0.0405
2024-06-11,  航空、航天器及设备制造,46.9919
2024-06-11,  通信设备制造,135.8321
2024-06-11,  铁合金冶炼,21.4747
2024-06-11,  铅锌冶炼,0.738
2024-06-11,  陶瓷制品制造,246.7803
2024-06-11,  黄磷,67.2665
2024-06-11,1.农副食品加工业,725.8432
2024-06-11,1.房屋建筑业,315.6735
2024-06-11,1.煤炭开采和洗选业,4.5953
2024-06-11,1.电信、广播电视和卫星传输服务,520.0314
2024-06-11,1.电力、热力生产和供应业,858.1892
2024-06-11,1.科学研究和技术服务业,359.5755
2024-06-11,1.铁路运输业,1172.796
2024-06-11,10.造纸和纸制品业,648.7918
2024-06-11,11.印刷和记录媒介复制业,101.7494
2024-06-11,12.文教、工美、体育和娱乐用品制造业,86.8828
2024-06-11,13.石油、煤炭及其他燃料加工业,787.5442
2024-06-11,14.化学原料和化学制品制造业,5176.8267
2024-06-11,15.医药制造业,801.9409
2024-06-11,16.化学纤维制造业,79.4229
2024-06-11,17.橡胶和塑料制品业,764.1089
2024-06-11,18.非金属矿物制品业,3565.6633
2024-06-11,19.黑色金属冶炼和压延加工业,2394.4825
2024-06-11,2.互联网和相关服务,448.4322
2024-06-11,2.土木工程建筑业,294.8895
2024-06-11,2.水利、环境和公共设施管理业,829.4367
2024-06-11,2.燃气生产和供应业,311.1195
2024-06-11,2.石油和天然气开采业,112.4995
2024-06-11,2.道路运输业,559.1448
2024-06-11,2.食品制造业,421.6799
2024-06-11,20.有色金属冶炼和压延加工业,643.2059
2024-06-11,21.金属制品业,1365.9569
2024-06-11,22.通用设备制造业,505.9865
2024-06-11,23.专用设备制造业,257.1204
2024-06-11,24.汽车制造业,1160.5688
2024-06-11,25.铁路、船舶、航空航天和其他运输设备制造业,398.2755
2024-06-11,26.电气机械和器材制造业,1674.8055
2024-06-11,27.计算机、通信和其他电子设备制造业,4036.1732
2024-06-11,28.仪器仪表制造业,54.4925
2024-06-11,29.其他制造业,558.1279
2024-06-11,3.居民服务、修理和其他服务业,216.6522
2024-06-11,3.建筑安装业,49.8135
2024-06-11,3.水上运输业,18.905
2024-06-11,3.水的生产和供应业,937.654
2024-06-11,3.软件和信息技术服务业,209.6077
2024-06-11,3.酒、饮料及精制茶制造业,272.0246
2024-06-11,3.黑色金属矿采选业,243.9695
2024-06-11,30.废弃资源综合利用业,368.1626
2024-06-11,31.金属制品、机械和设备修理业,105.5635
2024-06-11,4.建筑装饰、装修和其他建筑业,319.2565
2024-06-11,4.教育、文化、体育和娱乐业,2036.2672
2024-06-11,4.有色金属矿采选业,130.268
2024-06-11,4.烟草制品业,56.9853
2024-06-11,4.航空运输业,98.9969
2024-06-11,5.卫生和社会工作,1074.9614
2024-06-11,5.管道运输业,95.4544
2024-06-11,5.纺织业,1320.7279
2024-06-11,5.非金属矿采选业  ,265.9799
2024-06-11,6.公共管理和社会组织、国际组织,811.7725
2024-06-11,6.其他采矿业  ,150.0147
2024-06-11,6.多式联运和运输代理业,33.9557
2024-06-11,6.纺织服装、服饰业,274.1279
2024-06-11,7.皮革、毛皮、羽毛及其制品和制鞋业,49.356
2024-06-11,7.装卸搬运和仓储业,298.692
2024-06-11,8.木材加工和木、竹、藤、棕、草制品业,433.8784
2024-06-11,8.邮政业,35.2886
2024-06-11,9.家具制造业,129.7681
2024-06-11,A、全行业用电合计,52948.8997
2024-06-11,B、城乡居民生活用电合计,12595.9068
2024-06-11,一、农、林、牧、渔业,2368.0416
2024-06-11,七、住宿和餐饮业,1034.359
2024-06-11,三、建筑业,979.633
2024-06-11,九、房地产业,2851.4221
2024-06-11,二、工业,32234.5335
2024-06-11,五、信息传输、软件和信息技术服务业,1178.0713
2024-06-11,全行业用电分类,52948.8997
2024-06-11,八、金融业,240.6336
2024-06-11,六、批发和零售业,4092.4482
2024-06-11,其他开采专业及辅助性活动,23.0236
2024-06-11,十、租赁和商务服务业,327.8584
2024-06-11,十一、公共服务及管理组织,5328.6655
2024-06-11,四、交通运输、仓储和邮政业,2313.2334
2024-06-11,客户用电量,65544.8065
2024-06-11,（一）采矿业,907.327
2024-06-11,（三）电力、热力、燃气及水的生产和供应业,2106.9627
2024-06-11,（二） 制造业,29220.2439
2024-06-12,      其中：排灌,692.8716
2024-06-12,    1.农业,679.6038
2024-06-12,    2.林业,11.9091
2024-06-12,    3.畜牧业,493.798
2024-06-12,    4.渔业,196.6949
2024-06-12,    5.农、林、牧、渔专业及辅助性活动,1187.8069
2024-06-12,    乡村居民,6006.3679
2024-06-12,    城镇居民,8706.102
2024-06-12,    第一产业,1382.0058
2024-06-12,    第三产业,19909.7427
2024-06-12,    第二产业,35260.2115
2024-06-12,  其中：中成药生产,69.6973
2024-06-12,  其中：互联网数据服务,125.0681
2024-06-12,  其中：体育用品制造,8.1426
2024-06-12,  其中：充换电服务业,832.5291
2024-06-12,  其中：光伏设备及元器件制造,19.8448
2024-06-12,  其中：公共照明,581.8528
2024-06-12,  其中：医疗仪器设备及器械制造,44.8133
2024-06-12,  其中：地质勘查,5.5521
2024-06-12,  其中：城市公共交通运输,413.0758
2024-06-12,  其中：教育,2095.9943
2024-06-12,  其中：新能源车整车制造,42.9896
2024-06-12,  其中：橡胶制品业,216.0591
2024-06-12,  其中：氯碱,156.6088
2024-06-12,  其中：水利管理业,101.1481
2024-06-12,  其中：水泥制造,1218.7678
2024-06-12,  其中：港口岸电,6.5977
2024-06-12,  其中：煤化工,243.6306
2024-06-12,  其中：电厂生产全部耗用电量,124.55
2024-06-12,  其中：电气化铁路,947.1424
2024-06-12,  其中：碳化硅,4.2747
2024-06-12,  其中：科技推广和应用服务业,66.4415
2024-06-12,  其中：租赁业,10.2156
2024-06-12,  其中：结构性金属制品制造,606.0118
2024-06-12,  其中：肥料制造,2297.2562
2024-06-12,  其中：计算机制造,26.5053
2024-06-12,  其中：钢铁,2347.95
2024-06-12,  其中：铁路运输设备制造,194.4095
2024-06-12,  其中：铝冶炼,3.3807
2024-06-12,  其中：风能原动设备制造,0.045
2024-06-12,  城市轨道交通设备制造,15.0482
2024-06-12,  塑料制品业,677.9991
2024-06-12,  抽水蓄能抽水耗用电量,591.3686
2024-06-12,  玻璃制造,193.4803
2024-06-12,  生物药品制品制造,148.235
2024-06-12,  电石,0.0
2024-06-12,  稀有稀土金属冶炼,4.433
2024-06-12,  线路损失电量,0.0254
2024-06-12,  航空、航天器及设备制造,55.5757
2024-06-12,  通信设备制造,150.6159
2024-06-12,  铁合金冶炼,20.3221
2024-06-12,  铅锌冶炼,0.4988
2024-06-12,  陶瓷制品制造,248.3436
2024-06-12,  黄磷,68.74
2024-06-12,1.农副食品加工业,867.6507
2024-06-12,1.房屋建筑业,357.8593
2024-06-12,1.煤炭开采和洗选业,4.0883
2024-06-12,1.电信、广播电视和卫星传输服务,531.9883
2024-06-12,1.电力、热力生产和供应业,866.4084
2024-06-12,1.科学研究和技术服务业,400.7003
2024-06-12,1.铁路运输业,1047.5725
2024-06-12,10.造纸和纸制品业,700.6406
2024-06-12,11.印刷和记录媒介复制业,129.8872
2024-06-12,12.文教、工美、体育和娱乐用品制造业,89.2326
2024-06-12,13.石油、煤炭及其他燃料加工业,716.7038
2024-06-12,14.化学原料和化学制品制造业,5094.4811
2024-06-12,15.医药制造业,881.0046
2024-06-12,16.化学纤维制造业,85.6659
2024-06-12,17.橡胶和塑料制品业,894.0582
2024-06-12,18.非金属矿物制品业,3768.3699
2024-06-12,19.黑色金属冶炼和压延加工业,2368.2721
2024-06-12,2.互联网和相关服务,457.0955
2024-06-12,2.土木工程建筑业,315.7511
2024-06-12,2.水利、环境和公共设施管理业,874.618
2024-06-12,2.燃气生产和供应业,297.7637
2024-06-12,2.石油和天然气开采业,107.5815
2024-06-12,2.道路运输业,584.996
2024-06-12,2.食品制造业,483.2964
2024-06-12,20.有色金属冶炼和压延加工业,658.5951
2024-06-12,21.金属制品业,1681.0299
2024-06-12,22.通用设备制造业,626.523
2024-06-12,23.专用设备制造业,303.0902
2024-06-12,24.汽车制造业,1465.8212
2024-06-12,25.铁路、船舶、航空航天和其他运输设备制造业,426.2291
2024-06-12,26.电气机械和器材制造业,1880.9882
