日期,行业名称,电量_万千瓦时
2025-04-07,8.木材加工和木、竹、藤、棕、草制品业,457.1349
2025-04-07,8.邮政业,27.068
2025-04-07,9.家具制造业,149.2642
2025-04-07,A、全行业用电合计,51501.24
2025-04-07,B、城乡居民生活用电合计,10246.4093
2025-04-07,一、农、林、牧、渔业,2128.0084
2025-04-07,七、住宿和餐饮业,726.6583
2025-04-07,三、建筑业,785.2682
2025-04-07,九、房地产业,2175.4328
2025-04-07,二、工业,34741.3647
2025-04-07,五、信息传输、软件和信息技术服务业,1139.5975
2025-04-07,全行业用电分类,51501.24
2025-04-07,八、金融业,162.455
2025-04-07,六、批发和零售业,3279.7986
2025-04-07,其他开采专业及辅助性活动,17.1227
2025-04-07,十、租赁和商务服务业,234.2887
2025-04-07,十一、公共服务及管理组织,3668.9746
2025-04-07,四、交通运输、仓储和邮政业,2459.3931
2025-04-07,客户用电量,61747.6493
2025-04-07,（一）采矿业,921.4852
2025-04-07,（三）电力、热力、燃气及水的生产和供应业,2235.9864
2025-04-07,（二） 制造业,31583.8931
2025-04-08,      其中：排灌,600.3863
2025-04-08,    1.农业,620.2759
2025-04-08,    2.林业,10.8595
2025-04-08,    3.畜牧业,445.7544
2025-04-08,    4.渔业,155.2384
2025-04-08,    5.农、林、牧、渔专业及辅助性活动,1011.4419
2025-04-08,    乡村居民,4607.0242
2025-04-08,    城镇居民,5630.0032
2025-04-08,    第一产业,1232.1281
2025-04-08,    第三产业,15192.1307
2025-04-08,    第二产业,36261.0176
2025-04-08,  其中：中成药生产,52.8033
2025-04-08,  其中：互联网数据服务,151.7782
2025-04-08,  其中：体育用品制造,9.6507
2025-04-08,  其中：充换电服务业,851.2951
2025-04-08,  其中：光伏设备及元器件制造,31.6975
2025-04-08,  其中：公共照明,503.2847
2025-04-08,  其中：医疗仪器设备及器械制造,43.1378
2025-04-08,  其中：地质勘查,9.6441
2025-04-08,  其中：城市公共交通运输,223.8376
2025-04-08,  其中：教育,1309.9689
2025-04-08,  其中：新能源车整车制造,58.1401
2025-04-08,  其中：橡胶制品业,238.8169
2025-04-08,  其中：氯碱,145.096
2025-04-08,  其中：水利管理业,83.2323
2025-04-08,  其中：水泥制造,1333.4375
2025-04-08,  其中：港口岸电,5.4883
2025-04-08,  其中：煤化工,255.4733
2025-04-08,  其中：电厂生产全部耗用电量,166.9331
2025-04-08,  其中：电气化铁路,1325.3193
2025-04-08,  其中：碳化硅,2.0329
2025-04-08,  其中：科技推广和应用服务业,39.5725
2025-04-08,  其中：租赁业,8.5695
2025-04-08,  其中：结构性金属制品制造,642.1608
2025-04-08,  其中：肥料制造,1572.6458
2025-04-08,  其中：计算机制造,23.1656
2025-04-08,  其中：钢铁,2327.6972
2025-04-08,  其中：铁路运输设备制造,13.1151
2025-04-08,  其中：铝冶炼,3.9488
2025-04-08,  其中：风能原动设备制造,0.0363
2025-04-08,  城市轨道交通设备制造,12.497
2025-04-08,  塑料制品业,799.7927
2025-04-08,  抽水蓄能抽水耗用电量,505.2244
2025-04-08,  玻璃制造,179.426
2025-04-08,  生物药品制品制造,141.4573
2025-04-08,  电石,0.0
2025-04-08,  稀有稀土金属冶炼,3.1453
2025-04-08,  线路损失电量,0.0261
2025-04-08,  航空、航天器及设备制造,45.8525
2025-04-08,  通信设备制造,129.8471
2025-04-08,  铁合金冶炼,8.081
2025-04-08,  铅锌冶炼,0.852
2025-04-08,  陶瓷制品制造,263.5975
2025-04-08,  黄磷,88.935
2025-04-08,1.农副食品加工业,734.1152
2025-04-08,1.房屋建筑业,212.6989
2025-04-08,1.煤炭开采和洗选业,2.3962
2025-04-08,1.电信、广播电视和卫星传输服务,497.0809
2025-04-08,1.电力、热力生产和供应业,992.363
2025-04-08,1.科学研究和技术服务业,278.4471
2025-04-08,1.铁路运输业,1396.7013
2025-04-08,10.造纸和纸制品业,745.8559
2025-04-08,11.印刷和记录媒介复制业,119.0666
2025-04-08,12.文教、工美、体育和娱乐用品制造业,76.5271
2025-04-08,13.石油、煤炭及其他燃料加工业,617.9876
2025-04-08,14.化学原料和化学制品制造业,5379.7688
2025-04-08,15.医药制造业,838.4791
2025-04-08,16.化学纤维制造业,81.9036
2025-04-08,17.橡胶和塑料制品业,1038.6096
2025-04-08,18.非金属矿物制品业,4200.932
2025-04-08,19.黑色金属冶炼和压延加工业,2335.7782
2025-04-08,2.互联网和相关服务,465.0408
2025-04-08,2.土木工程建筑业,281.5859
2025-04-08,2.水利、环境和公共设施管理业,744.511
2025-04-08,2.燃气生产和供应业,346.8422
2025-04-08,2.石油和天然气开采业,64.3471
2025-04-08,2.道路运输业,387.3821
2025-04-08,2.食品制造业,444.1757
2025-04-08,20.有色金属冶炼和压延加工业,617.0652
2025-04-08,21.金属制品业,1789.3946
2025-04-08,22.通用设备制造业,676.484
2025-04-08,23.专用设备制造业,317.8054
2025-04-08,24.汽车制造业,1602.2891
2025-04-08,25.铁路、船舶、航空航天和其他运输设备制造业,228.165
2025-04-08,26.电气机械和器材制造业,2229.3062
2025-04-08,27.计算机、通信和其他电子设备制造业,4231.3793
2025-04-08,28.仪器仪表制造业,52.4854
2025-04-08,29.其他制造业,688.6752
2025-04-08,3.居民服务、修理和其他服务业,171.753
2025-04-08,3.建筑安装业,42.6206
2025-04-08,3.水上运输业,17.2728
2025-04-08,3.水的生产和供应业,972.3281
2025-04-08,3.软件和信息技术服务业,199.8756
2025-04-08,3.酒、饮料及精制茶制造业,270.9138
2025-04-08,3.黑色金属矿采选业,228.343
2025-04-08,30.废弃资源综合利用业,380.7304
2025-04-08,31.金属制品、机械和设备修理业,142.8666
2025-04-08,4.建筑装饰、装修和其他建筑业,264.7926
2025-04-08,4.教育、文化、体育和娱乐业,1448.2662
2025-04-08,4.有色金属矿采选业,132.6364
2025-04-08,4.烟草制品业,67.4428
2025-04-08,4.航空运输业,70.4416
2025-04-08,5.卫生和社会工作,672.0398
2025-04-08,5.管道运输业,91.905
2025-04-08,5.纺织业,1578.4827
2025-04-08,5.非金属矿采选业  ,288.7111
2025-04-08,6.公共管理和社会组织、国际组织,528.1504
2025-04-08,6.其他采矿业  ,169.1846
2025-04-08,6.多式联运和运输代理业,27.3795
2025-04-08,6.纺织服装、服饰业,277.6059
2025-04-08,7.皮革、毛皮、羽毛及其制品和制鞋业,55.7069
2025-04-08,7.装卸搬运和仓储业,265.0916
2025-04-08,8.木材加工和木、竹、藤、棕、草制品业,453.9177
2025-04-08,8.邮政业,27.5685
2025-04-08,9.家具制造业,148.1031
2025-04-08,A、全行业用电合计,52685.2763
2025-04-08,B、城乡居民生活用电合计,10237.0274
2025-04-08,一、农、林、牧、渔业,2243.57
2025-04-08,七、住宿和餐饮业,763.4838
2025-04-08,三、建筑业,801.6981
2025-04-08,九、房地产业,2254.8149
2025-04-08,二、工业,35619.1702
2025-04-08,五、信息传输、软件和信息技术服务业,1161.9973
2025-04-08,全行业用电分类,52685.2763
2025-04-08,八、金融业,167.1537
2025-04-08,六、批发和零售业,3303.1248
2025-04-08,其他开采专业及辅助性活动,16.9841
2025-04-08,十、租赁和商务服务业,243.3537
2025-04-08,十一、公共服务及管理组织,3843.1676
2025-04-08,四、交通运输、仓储和邮政业,2283.7424
2025-04-08,客户用电量,62922.3037
2025-04-08,（一）采矿业,885.6184
2025-04-08,（三）电力、热力、燃气及水的生产和供应业,2311.5333
2025-04-08,（二） 制造业,32422.0185
2025-04-09,      其中：排灌,599.3604
2025-04-09,    1.农业,653.6859
2025-04-09,    2.林业,11.0577
2025-04-09,    3.畜牧业,458.0436
2025-04-09,    4.渔业,163.8807
2025-04-09,    5.农、林、牧、渔专业及辅助性活动,1020.2003
2025-04-09,    乡村居民,4599.3401
2025-04-09,    城镇居民,5722.684
2025-04-09,    第一产业,1286.668
2025-04-09,    第三产业,15742.4674
2025-04-09,    第二产业,36764.7138
2025-04-09,  其中：中成药生产,56.0019
2025-04-09,  其中：互联网数据服务,154.6098
2025-04-09,  其中：体育用品制造,9.3259
2025-04-09,  其中：充换电服务业,869.918
2025-04-09,  其中：光伏设备及元器件制造,35.118
2025-04-09,  其中：公共照明,515.6963
2025-04-09,  其中：医疗仪器设备及器械制造,46.5063
2025-04-09,  其中：地质勘查,6.3555
2025-04-09,  其中：城市公共交通运输,227.5309
2025-04-09,  其中：教育,1454.0772
2025-04-09,  其中：新能源车整车制造,52.8427
2025-04-09,  其中：橡胶制品业,244.4409
2025-04-09,  其中：氯碱,152.1368
2025-04-09,  其中：水利管理业,85.6684
2025-04-09,  其中：水泥制造,1398.9767
2025-04-09,  其中：港口岸电,4.0546
2025-04-09,  其中：煤化工,260.4807
2025-04-09,  其中：电厂生产全部耗用电量,197.1965
2025-04-09,  其中：电气化铁路,1270.317
2025-04-09,  其中：碳化硅,3.138
2025-04-09,  其中：科技推广和应用服务业,42.28
2025-04-09,  其中：租赁业,8.9232
2025-04-09,  其中：结构性金属制品制造,653.2695
2025-04-09,  其中：肥料制造,1550.1214
2025-04-09,  其中：计算机制造,25.043
2025-04-09,  其中：钢铁,2255.096
2025-04-09,  其中：铁路运输设备制造,13.264
2025-04-09,  其中：铝冶炼,4.1338
2025-04-09,  其中：风能原动设备制造,0.0287
2025-04-09,  城市轨道交通设备制造,13.4087
2025-04-09,  塑料制品业,811.9515
2025-04-09,  抽水蓄能抽水耗用电量,399.3648
2025-04-09,  玻璃制造,187.8805
2025-04-09,  生物药品制品制造,147.0133
2025-04-09,  电石,0.0
2025-04-09,  稀有稀土金属冶炼,2.5611
2025-04-09,  线路损失电量,0.0304
2025-04-09,  航空、航天器及设备制造,46.7105
2025-04-09,  通信设备制造,136.2604
2025-04-09,  铁合金冶炼,16.1555
2025-04-09,  铅锌冶炼,0.864
2025-04-09,  陶瓷制品制造,271.8585
2025-04-09,  黄磷,89.075
2025-04-09,1.农副食品加工业,762.694
2025-04-09,1.房屋建筑业,220.3493
2025-04-09,1.煤炭开采和洗选业,2.4769
2025-04-09,1.电信、广播电视和卫星传输服务,503.9512
2025-04-09,1.电力、热力生产和供应业,929.2927
2025-04-09,1.科学研究和技术服务业,295.1874
2025-04-09,1.铁路运输业,1344.9086
2025-04-09,10.造纸和纸制品业,733.7782
2025-04-09,11.印刷和记录媒介复制业,121.9389
2025-04-09,12.文教、工美、体育和娱乐用品制造业,75.8376
2025-04-09,13.石油、煤炭及其他燃料加工业,644.6307
2025-04-09,14.化学原料和化学制品制造业,5442.2198
2025-04-09,15.医药制造业,868.8351
2025-04-09,16.化学纤维制造业,81.9702
2025-04-09,17.橡胶和塑料制品业,1056.3925
2025-04-09,18.非金属矿物制品业,4281.2554
2025-04-09,19.黑色金属冶炼和压延加工业,2271.2515
2025-04-09,2.互联网和相关服务,472.205
2025-04-09,2.土木工程建筑业,287.2525
2025-04-09,2.水利、环境和公共设施管理业,763.2725
2025-04-09,2.燃气生产和供应业,340.1098
2025-04-09,2.石油和天然气开采业,63.7058
2025-04-09,2.道路运输业,397.9642
2025-04-09,2.食品制造业,456.7359
2025-04-09,20.有色金属冶炼和压延加工业,611.5324
2025-04-09,21.金属制品业,1805.8436
2025-04-09,22.通用设备制造业,703.1817
2025-04-09,23.专用设备制造业,334.6724
2025-04-09,24.汽车制造业,1672.2494
2025-04-09,25.铁路、船舶、航空航天和其他运输设备制造业,232.852
2025-04-09,26.电气机械和器材制造业,2294.288
2025-04-09,27.计算机、通信和其他电子设备制造业,4306.5328
2025-04-09,28.仪器仪表制造业,54.1678
2025-04-09,29.其他制造业,698.0161
2025-04-09,3.居民服务、修理和其他服务业,178.1318
2025-04-09,3.建筑安装业,46.3811
2025-04-09,3.水上运输业,16.6812
2025-04-09,3.水的生产和供应业,982.8848
2025-04-09,3.软件和信息技术服务业,206.5025
2025-04-09,3.酒、饮料及精制茶制造业,281.3398
2025-04-09,3.黑色金属矿采选业,229.4676
2025-04-09,30.废弃资源综合利用业,382.6284
2025-04-09,31.金属制品、机械和设备修理业,147.3622
2025-04-09,4.建筑装饰、装修和其他建筑业,270.0752
2025-04-09,4.教育、文化、体育和娱乐业,1598.0553
2025-04-09,4.有色金属矿采选业,140.8993
2025-04-09,4.烟草制品业,73.3574
2025-04-09,4.航空运输业,76.4333
2025-04-09,5.卫生和社会工作,713.3322
2025-04-09,5.管道运输业,93.8437
2025-04-09,5.纺织业,1585.6721
2025-04-09,5.非金属矿采选业  ,293.2056
2025-04-09,6.公共管理和社会组织、国际组织,556.1513
2025-04-09,6.其他采矿业  ,165.2147
2025-04-09,6.多式联运和运输代理业,29.2329
2025-04-09,6.纺织服装、服饰业,288.8172
2025-04-09,7.皮革、毛皮、羽毛及其制品和制鞋业,57.4283
2025-04-09,7.装卸搬运和仓储业,275.2906
2025-04-09,8.木材加工和木、竹、藤、棕、草制品业,478.515
2025-04-09,8.邮政业,29.0164
2025-04-09,9.家具制造业,151.2264
2025-04-09,A、全行业用电合计,53793.8492
2025-04-09,B、城乡居民生活用电合计,10322.0241
2025-04-09,一、农、林、牧、渔业,2306.8683
2025-04-09,七、住宿和餐饮业,803.974
2025-04-09,三、建筑业,824.0581
2025-04-09,九、房地产业,2359.725
2025-04-09,二、工业,36104.4801
2025-04-09,五、信息传输、软件和信息技术服务业,1182.6587
2025-04-09,全行业用电分类,53793.8492
2025-04-09,八、金融业,172.2404
2025-04-09,六、批发和零售业,3416.3259
2025-04-09,其他开采专业及辅助性活动,16.4622
2025-04-09,十、租赁和商务服务业,256.0174
2025-04-09,十一、公共服务及管理组织,4104.1307
2025-04-09,四、交通运输、仓储和邮政业,2263.3708
2025-04-09,客户用电量,64115.8734
2025-04-09,（一）采矿业,894.9698
2025-04-09,（三）电力、热力、燃气及水的生产和供应业,2252.2873
2025-04-09,（二） 制造业,32957.2231
2025-04-10,      其中：排灌,548.4204
2025-04-10,    1.农业,612.2989
2025-04-10,    2.林业,9.9177
2025-04-10,    3.畜牧业,454.0631
2025-04-10,    4.渔业,156.2283
2025-04-10,    5.农、林、牧、渔专业及辅助性活动,937.4781
2025-04-10,    乡村居民,4548.6436
2025-04-10,    城镇居民,5721.57
2025-04-10,    第一产业,1232.5079
2025-04-10,    第三产业,15792.2589
2025-04-10,    第二产业,36480.821
2025-04-10,  其中：中成药生产,56.2564
2025-04-10,  其中：互联网数据服务,153.627
2025-04-10,  其中：体育用品制造,9.161
2025-04-10,  其中：充换电服务业,882.6126
2025-04-10,  其中：光伏设备及元器件制造,33.5199
2025-04-10,  其中：公共照明,517.0171
2025-04-10,  其中：医疗仪器设备及器械制造,48.0908
2025-04-10,  其中：地质勘查,9.0073
2025-04-10,  其中：城市公共交通运输,228.6663
2025-04-10,  其中：教育,1474.8792
2025-04-10,  其中：新能源车整车制造,47.3622
2025-04-10,  其中：橡胶制品业,242.3212
2025-04-10,  其中：氯碱,151.71
2025-04-10,  其中：水利管理业,83.8924
2025-04-10,  其中：水泥制造,1326.8665
2025-04-10,  其中：港口岸电,4.6233
2025-04-10,  其中：煤化工,260.7746
2025-04-10,  其中：电厂生产全部耗用电量,180.6616
2025-04-10,  其中：电气化铁路,1288.198
2025-04-10,  其中：碳化硅,2.7295
2025-04-10,  其中：科技推广和应用服务业,42.8429
2025-04-10,  其中：租赁业,8.7903
2025-04-10,  其中：结构性金属制品制造,646.3556
2025-04-10,  其中：肥料制造,1557.8681
2025-04-10,  其中：计算机制造,25.4677
2025-04-10,  其中：钢铁,2380.0647
2025-04-10,  其中：铁路运输设备制造,13.5305
2025-04-10,  其中：铝冶炼,3.8134
2025-04-10,  其中：风能原动设备制造,0.0222
2025-04-10,  城市轨道交通设备制造,13.0687
2025-04-10,  塑料制品业,820.2647
2025-04-10,  抽水蓄能抽水耗用电量,379.6798
2025-04-10,  玻璃制造,189.1806
2025-04-10,  生物药品制品制造,136.4185
2025-04-10,  电石,0.0
2025-04-10,  稀有稀土金属冶炼,3.2479
2025-04-10,  线路损失电量,0.0305
2025-04-10,  航空、航天器及设备制造,48.1319
2025-04-10,  通信设备制造,135.303
2025-04-10,  铁合金冶炼,15.2614
2025-04-10,  铅锌冶炼,0.87
2025-04-10,  陶瓷制品制造,267.0219
2025-04-10,  黄磷,90.153
2025-04-10,1.农副食品加工业,761.3532
2025-04-10,1.房屋建筑业,220.4386
2025-04-10,1.煤炭开采和洗选业,2.6646
2025-04-10,1.电信、广播电视和卫星传输服务,506.0256
2025-04-10,1.电力、热力生产和供应业,917.2888
2025-04-10,1.科学研究和技术服务业,302.7375
2025-04-10,1.铁路运输业,1363.7941
2025-04-10,10.造纸和纸制品业,724.5405
2025-04-10,11.印刷和记录媒介复制业,122.8548
2025-04-10,12.文教、工美、体育和娱乐用品制造业,75.249
2025-04-10,13.石油、煤炭及其他燃料加工业,642.3924
2025-04-10,14.化学原料和化学制品制造业,5213.7457
2025-04-10,15.医药制造业,874.8869
2025-04-10,16.化学纤维制造业,80.8178
2025-04-10,17.橡胶和塑料制品业,1062.5859
2025-04-10,18.非金属矿物制品业,4240.4631
2025-04-10,19.黑色金属冶炼和压延加工业,2395.3261
2025-04-10,2.互联网和相关服务,472.0852
2025-04-10,2.土木工程建筑业,286.9616
2025-04-10,2.水利、环境和公共设施管理业,763.1123
2025-04-10,2.燃气生产和供应业,344.4581
2025-04-10,2.石油和天然气开采业,62.905
2025-04-10,2.道路运输业,394.9807
2025-04-10,2.食品制造业,457.5308
2025-04-10,20.有色金属冶炼和压延加工业,614.5896
2025-04-10,21.金属制品业,1795.3457
2025-04-10,22.通用设备制造业,713.687
2025-04-10,23.专用设备制造业,318.5069
2025-04-10,24.汽车制造业,1645.4542
2025-04-10,25.铁路、船舶、航空航天和其他运输设备制造业,235.6545
2025-04-10,26.电气机械和器材制造业,2274.4432
2025-04-10,27.计算机、通信和其他电子设备制造业,4295.887
2025-04-10,28.仪器仪表制造业,55.2184
2025-04-10,29.其他制造业,683.5477
2025-04-10,3.居民服务、修理和其他服务业,178.3684
2025-04-10,3.建筑安装业,46.5257
2025-04-10,3.水上运输业,17.3648
2025-04-10,3.水的生产和供应业,977.6374
2025-04-10,3.软件和信息技术服务业,207.1544
2025-04-10,3.酒、饮料及精制茶制造业,276.9753
2025-04-10,3.黑色金属矿采选业,224.3185
2025-04-10,30.废弃资源综合利用业,375.0614
2025-04-10,31.金属制品、机械和设备修理业,142.0654
2025-04-10,4.建筑装饰、装修和其他建筑业,270.0465
2025-04-10,4.教育、文化、体育和娱乐业,1620.2486
2025-04-10,4.有色金属矿采选业,119.8581
2025-04-10,4.烟草制品业,71.0154
2025-04-10,4.航空运输业,77.2639
2025-04-10,5.卫生和社会工作,728.6854
2025-04-10,5.管道运输业,91.6331
2025-04-10,5.纺织业,1571.2248
2025-04-10,5.非金属矿采选业  ,299.2885
2025-04-10,6.公共管理和社会组织、国际组织,560.555
2025-04-10,6.其他采矿业  ,157.5921
2025-04-10,6.多式联运和运输代理业,28.6994
2025-04-10,6.纺织服装、服饰业,285.7417
2025-04-10,7.皮革、毛皮、羽毛及其制品和制鞋业,60.9728
2025-04-10,7.装卸搬运和仓储业,277.7874
2025-04-10,8.木材加工和木、竹、藤、棕、草制品业,489.7924
2025-04-10,8.邮政业,28.4961
2025-04-10,9.家具制造业,151.7602
2025-04-10,A、全行业用电合计,53505.5878
2025-04-10,B、城乡居民生活用电合计,10270.2135
2025-04-10,一、农、林、牧、渔业,2169.9861
2025-04-10,七、住宿和餐饮业,820.7705
2025-04-10,三、建筑业,823.9723
2025-04-10,九、房地产业,2376.6754
2025-04-10,二、工业,35814.701
2025-04-10,五、信息传输、软件和信息技术服务业,1185.2651
2025-04-10,全行业用电分类,53505.5878
2025-04-10,八、金融业,173.8234
2025-04-10,六、批发和零售业,3448.4413
2025-04-10,其他开采专业及辅助性活动,15.7869
2025-04-10,十、租赁和商务服务业,258.226
2025-04-10,十一、公共服务及管理组织,4153.7072
2025-04-10,四、交通运输、仓储和邮政业,2280.0195
2025-04-10,客户用电量,63775.8013
2025-04-10,（一）采矿业,866.6267
2025-04-10,（三）电力、热力、燃气及水的生产和供应业,2239.3843
2025-04-10,（二） 制造业,32708.6899
2025-04-11,      其中：排灌,418.803
2025-04-11,    1.农业,522.3559
2025-04-11,    2.林业,7.848
2025-04-11,    3.畜牧业,409.7083
2025-04-11,    4.渔业,142.2336
2025-04-11,    5.农、林、牧、渔专业及辅助性活动,749.5923
2025-04-11,    乡村居民,4485.1025
2025-04-11,    城镇居民,5814.1873
2025-04-11,    第一产业,1082.1457
2025-04-11,    第三产业,15366.0467
2025-04-11,    第二产业,37178.6096
2025-04-11,  其中：中成药生产,57.3293
2025-04-11,  其中：互联网数据服务,153.1592
2025-04-11,  其中：体育用品制造,9.4739
2025-04-11,  其中：充换电服务业,872.5285
2025-04-11,  其中：光伏设备及元器件制造,43.8439
2025-04-11,  其中：公共照明,514.0384
2025-04-11,  其中：医疗仪器设备及器械制造,45.3219
2025-04-11,  其中：地质勘查,10.9271
2025-04-11,  其中：城市公共交通运输,227.1589
2025-04-11,  其中：教育,1341.3551
2025-04-11,  其中：新能源车整车制造,65.4363
2025-04-11,  其中：橡胶制品业,254.2153
2025-04-11,  其中：氯碱,175.34
2025-04-11,  其中：水利管理业,99.0712
2025-04-11,  其中：水泥制造,1333.5752
2025-04-11,  其中：港口岸电,2.5022
2025-04-11,  其中：煤化工,266.132
2025-04-11,  其中：电厂生产全部耗用电量,204.5798
2025-04-11,  其中：电气化铁路,1381.8566
2025-04-11,  其中：碳化硅,2.253
2025-04-11,  其中：科技推广和应用服务业,41.9941
2025-04-11,  其中：租赁业,8.449
2025-04-11,  其中：结构性金属制品制造,664.8323
2025-04-11,  其中：肥料制造,1621.6627
2025-04-11,  其中：计算机制造,26.3508
2025-04-11,  其中：钢铁,2587.2843
2025-04-11,  其中：铁路运输设备制造,13.8143
2025-04-11,  其中：铝冶炼,3.8486
2025-04-11,  其中：风能原动设备制造,0.034
2025-04-11,  城市轨道交通设备制造,13.9371
2025-04-11,  塑料制品业,839.7119
2025-04-11,  抽水蓄能抽水耗用电量,308.912
2025-04-11,  玻璃制造,197.6805
2025-04-11,  生物药品制品制造,138.1434
2025-04-11,  电石,0.0
2025-04-11,  稀有稀土金属冶炼,3.5874
2025-04-11,  线路损失电量,0.0309
2025-04-11,  航空、航天器及设备制造,48.0448
2025-04-11,  通信设备制造,137.4132
2025-04-11,  铁合金冶炼,13.5075
2025-04-11,  铅锌冶炼,0.864
2025-04-11,  陶瓷制品制造,251.4341
2025-04-11,  黄磷,89.6105
2025-04-11,1.农副食品加工业,752.9987
2025-04-11,1.房屋建筑业,195.683
2025-04-11,1.煤炭开采和洗选业,2.1896
2025-04-11,1.电信、广播电视和卫星传输服务,493.7974
2025-04-11,1.电力、热力生产和供应业,775.2017
2025-04-11,1.科学研究和技术服务业,290.5246
2025-04-11,1.铁路运输业,1452.5675
2025-04-11,10.造纸和纸制品业,753.5583
2025-04-11,11.印刷和记录媒介复制业,126.7272
2025-04-11,12.文教、工美、体育和娱乐用品制造业,75.6078
2025-04-11,13.石油、煤炭及其他燃料加工业,654.8684
2025-04-11,14.化学原料和化学制品制造业,5445.6418
2025-04-11,15.医药制造业,891.0446
2025-04-11,16.化学纤维制造业,86.8151
2025-04-11,17.橡胶和塑料制品业,1093.9272
2025-04-11,18.非金属矿物制品业,4165.8821
2025-04-11,19.黑色金属冶炼和压延加工业,2600.7918
2025-04-11,2.互联网和相关服务,463.6274
2025-04-11,2.土木工程建筑业,246.7401
2025-04-11,2.水利、环境和公共设施管理业,777.5835
2025-04-11,2.燃气生产和供应业,305.6243
2025-04-11,2.石油和天然气开采业,87.3119
2025-04-11,2.道路运输业,401.7507
2025-04-11,2.食品制造业,464.4979
2025-04-11,20.有色金属冶炼和压延加工业,642.232
2025-04-11,21.金属制品业,1845.9952
2025-04-11,22.通用设备制造业,727.9722
2025-04-11,23.专用设备制造业,330.2778
2025-04-11,24.汽车制造业,1768.4934
2025-04-11,25.铁路、船舶、航空航天和其他运输设备制造业,240.7359
2025-04-11,26.电气机械和器材制造业,2374.4584
2025-04-11,27.计算机、通信和其他电子设备制造业,4381.5305
2025-04-11,28.仪器仪表制造业,55.1754
2025-04-11,29.其他制造业,694.0245
2025-04-11,3.居民服务、修理和其他服务业,172.0417
2025-04-11,3.建筑安装业,43.202
2025-04-11,3.水上运输业,14.4242
2025-04-11,3.水的生产和供应业,988.5054
2025-04-11,3.软件和信息技术服务业,206.0197
2025-04-11,3.酒、饮料及精制茶制造业,286.0601
2025-04-11,3.黑色金属矿采选业,220.9157
2025-04-11,30.废弃资源综合利用业,358.2931
2025-04-11,31.金属制品、机械和设备修理业,145.4908
2025-04-11,4.建筑装饰、装修和其他建筑业,234.4573
2025-04-11,4.教育、文化、体育和娱乐业,1483.7022
2025-04-11,4.有色金属矿采选业,121.9977
2025-04-11,4.烟草制品业,69.8562
2025-04-11,4.航空运输业,74.0993
2025-04-11,5.卫生和社会工作,717.6741
2025-04-11,5.管道运输业,91.7539
2025-04-11,5.纺织业,1650.9414
2025-04-11,5.非金属矿采选业  ,256.0995
2025-04-11,6.公共管理和社会组织、国际组织,542.3895
2025-04-11,6.其他采矿业  ,160.2569
2025-04-11,6.多式联运和运输代理业,26.4025
2025-04-11,6.纺织服装、服饰业,295.226
2025-04-11,7.皮革、毛皮、羽毛及其制品和制鞋业,65.4311
2025-04-11,7.装卸搬运和仓储业,281.4187
2025-04-11,8.木材加工和木、竹、藤、棕、草制品业,495.0401
2025-04-11,8.邮政业,27.856
2025-04-11,9.家具制造业,161.5638
2025-04-11,A、全行业用电合计,53626.802
2025-04-11,B、城乡居民生活用电合计,10299.2897
2025-04-11,一、农、林、牧、渔业,1831.738
2025-04-11,七、住宿和餐饮业,798.8723
2025-04-11,三、建筑业,720.0825
2025-04-11,九、房地产业,2323.1467
2025-04-11,二、工业,36619.2612
2025-04-11,五、信息传输、软件和信息技术服务业,1163.4445
2025-04-11,全行业用电分类,53626.802
2025-04-11,八、金融业,170.3231
2025-04-11,六、批发和零售业,3394.174
2025-04-11,其他开采专业及辅助性活动,15.2433
2025-04-11,十、租赁和商务服务业,251.5715
2025-04-11,十一、公共服务及管理组织,3983.9155
2025-04-11,四、交通运输、仓储和邮政业,2370.2728
2025-04-11,客户用电量,63926.0917
2025-04-11,（一）采矿业,848.7713
2025-04-11,（三）电力、热力、燃气及水的生产和供应业,2069.3313
2025-04-11,（二） 制造业,33701.1585
2025-04-12,      其中：排灌,328.1033
2025-04-12,    1.农业,427.9502
2025-04-12,    2.林业,7.2971
2025-04-12,    3.畜牧业,369.4831
2025-04-12,    4.渔业,132.7646
2025-04-12,    5.农、林、牧、渔专业及辅助性活动,619.9497
2025-04-12,    乡村居民,4507.1016
2025-04-12,    城镇居民,5691.657
2025-04-12,    第一产业,937.4951
2025-04-12,    第三产业,14007.7197
2025-04-12,    第二产业,34677.4367
2025-04-12,  其中：中成药生产,46.1289
2025-04-12,  其中：互联网数据服务,147.2124
2025-04-12,  其中：体育用品制造,7.8021
2025-04-12,  其中：充换电服务业,922.7783
2025-04-12,  其中：光伏设备及元器件制造,34.7985
2025-04-12,  其中：公共照明,466.976
2025-04-12,  其中：医疗仪器设备及器械制造,40.3469
2025-04-12,  其中：地质勘查,8.5986
2025-04-12,  其中：城市公共交通运输,215.5845
2025-04-12,  其中：教育,934.4458
2025-04-12,  其中：新能源车整车制造,34.1441
2025-04-12,  其中：橡胶制品业,226.312
2025-04-12,  其中：氯碱,165.944
2025-04-12,  其中：水利管理业,83.6825
2025-04-12,  其中：水泥制造,1152.523
2025-04-12,  其中：港口岸电,3.631
2025-04-12,  其中：煤化工,258.9256
2025-04-12,  其中：电厂生产全部耗用电量,164.1086
2025-04-12,  其中：电气化铁路,1423.2921
2025-04-12,  其中：碳化硅,2.084
